actual_date,airlineCode,arrival,bookingClass,brandId,cabinClass,currency,departure,destination,fareBasis,flightNumber,operatingFlightNumber,origin,price,raw_offer,requested_date,seatsRemaining,shoppingBasketHashCode,soldout,source,task_cabin,task_destination,task_origin,task_requested_date
2025-12-23,BG,2025-12-23T08:45:00,T,SV,Economy,BDT,2025-12-23T07:30:00,CXB,TDACFO,439,439,DAC,6699,"{'shoppingBasketHashCode': -1999281005, 'brandId': 'SV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 3, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '13', 'segments': [{'@type': 'Segment', '@id': '14', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'cabinClass': 'Economy', 'equipment': 'DH8', 'flight': {'flightNumber': 439, 'operatingFlightNumber': 439, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-23T07:30:00', 'arrival': '2025-12-23T08:45:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'T', 'layoverDuration': 0, 'fareBasis': 'TDACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '152940781289147917'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'T', 'programIDs': ['152748'], 'programCodes': ['DMB'], 'advisories': []}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'advisories': [], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 5524, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 6699, 'currency': 'BDT'}]]}}",2025-12-23,3,-1999281005,False,exact,Economy,CXB,DAC,2025-12-23
2025-12-23,BG,2025-12-23T08:45:00,O,EV,Economy,BDT,2025-12-23T07:30:00,CXB,ODACFO,439,439,DAC,7399,"{'shoppingBasketHashCode': -991761800, 'brandId': 'EV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 9, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '15', 'segments': [{'@type': 'Segment', '@id': '16', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'cabinClass': 'Economy', 'equipment': 'DH8', 'flight': {'flightNumber': 439, 'operatingFlightNumber': 439, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-23T07:30:00', 'arrival': '2025-12-23T08:45:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'O', 'layoverDuration': 0, 'fareBasis': 'ODACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '1154316541149654087'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'O', 'programIDs': ['152748'], 'programCodes': ['DMB'], 'advisories': []}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'advisories': [], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 6224, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 7399, 'currency': 'BDT'}]]}}",2025-12-23,9,-991761800,False,exact,Economy,CXB,DAC,2025-12-23
2025-12-23,BG,2025-12-23T08:45:00,S,EF,Economy,BDT,2025-12-23T07:30:00,CXB,SDACFO,439,439,DAC,9199,"{'shoppingBasketHashCode': 1808986539, 'brandId': 'EF', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 9, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '17', 'segments': [{'@type': 'Segment', '@id': '18', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'cabinClass': 'Economy', 'equipment': 'DH8', 'flight': {'flightNumber': 439, 'operatingFlightNumber': 439, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-23T07:30:00', 'arrival': '2025-12-23T08:45:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'S', 'layoverDuration': 0, 'fareBasis': 'SDACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '2793289315125773276'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'S', 'programIDs': ['152748'], 'programCodes': ['DMB'], 'advisories': []}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'advisories': [], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 8024, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 9199, 'currency': 'BDT'}]]}}",2025-12-23,9,1808986539,False,exact,Economy,CXB,DAC,2025-12-23
2025-12-23,BG,2025-12-23T12:15:00,P,EF,Economy,BDT,2025-12-23T11:00:00,CXB,PDACFO,435,435,DAC,10199,"{'shoppingBasketHashCode': -996450045, 'brandId': 'EF', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 4, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '19', 'segments': [{'@type': 'Segment', '@id': '20', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'cabinClass': 'Economy', 'equipment': 'DH8', 'flight': {'flightNumber': 435, 'operatingFlightNumber': 435, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-23T11:00:00', 'arrival': '2025-12-23T12:15:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'P', 'layoverDuration': 0, 'fareBasis': 'PDACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '1644461000926862252'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'P', 'programIDs': ['152748'], 'programCodes': ['DMB'], 'advisories': []}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'advisories': [], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 9024, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 10199, 'currency': 'BDT'}]]}}",2025-12-23,4,-996450045,False,exact,Economy,CXB,DAC,2025-12-23
2025-12-20,BG,2025-12-20T20:30:00,G,SV,Economy,BDT,2025-12-20T19:30:00,CXB,GDACFO,439,439,DAC,6199,"{'brandId': 'SV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 9, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '21', 'segments': [{'@type': 'Segment', '@id': '22', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 60, 'cabinClass': 'Economy', 'equipment': '738', 'flight': {'flightNumber': 439, 'operatingFlightNumber': 439, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-20T19:30:00', 'arrival': '2025-12-20T20:30:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'G', 'layoverDuration': 0, 'fareBasis': 'GDACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '476210388367386601'}], 'stops': 0, 'totalDuration': 60, 'connectionInformations': [], 'bookingClass': 'G', 'programIDs': ['152748'], 'programCodes': ['DMB']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-20'], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 5024, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 6199, 'currency': 'BDT'}]]}}",2025-12-23,9,,False,alternate,Economy,CXB,DAC,2025-12-23
2025-12-21,BG,2025-12-21T16:45:00,Q,EV,Economy,BDT,2025-12-21T15:30:00,CXB,QDACFO,437,437,DAC,8199,"{'brandId': 'EV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 9, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '23', 'segments': [{'@type': 'Segment', '@id': '24', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'cabinClass': 'Economy', 'equipment': 'DH8', 'flight': {'flightNumber': 437, 'operatingFlightNumber': 437, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-21T15:30:00', 'arrival': '2025-12-21T16:45:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'Q', 'layoverDuration': 0, 'fareBasis': 'QDACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '209486179697734797'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'Q', 'programIDs': ['152748'], 'programCodes': ['DMB']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-21'], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 7024, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 8199, 'currency': 'BDT'}]]}}",2025-12-23,9,,False,alternate,Economy,CXB,DAC,2025-12-23
2025-12-22,BG,2025-12-22T09:15:00,O,EV,Economy,BDT,2025-12-22T08:00:00,CXB,ODACFO,433,433,DAC,7399,"{'brandId': 'EV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 1, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '25', 'segments': [{'@type': 'Segment', '@id': '26', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'cabinClass': 'Economy', 'equipment': 'DH8', 'flight': {'flightNumber': 433, 'operatingFlightNumber': 433, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-22T08:00:00', 'arrival': '2025-12-22T09:15:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'O', 'layoverDuration': 0, 'fareBasis': 'ODACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '2573002039196003547'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'O', 'programIDs': ['152748'], 'programCodes': ['DMB']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-22'], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 6224, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 7399, 'currency': 'BDT'}]]}}",2025-12-23,1,,False,alternate,Economy,CXB,DAC,2025-12-23
2025-12-23,BG,2025-12-23T09:15:00,T,SV,Economy,BDT,2025-12-23T08:00:00,CXB,TDACFO,433,433,DAC,6699,"{'brandId': 'SV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 1, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '27', 'segments': [{'@type': 'Segment', '@id': '28', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'cabinClass': 'Economy', 'equipment': 'DH8', 'flight': {'flightNumber': 433, 'operatingFlightNumber': 433, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-23T08:00:00', 'arrival': '2025-12-23T09:15:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'T', 'layoverDuration': 0, 'fareBasis': 'TDACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '3785616979571972841'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'T', 'programIDs': ['152748'], 'programCodes': ['DMB']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-23'], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 5524, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 6699, 'currency': 'BDT'}]]}}",2025-12-23,1,,False,alternate,Economy,CXB,DAC,2025-12-23
2025-12-24,BG,2025-12-24T17:00:00,O,EV,Economy,BDT,2025-12-24T15:45:00,CXB,ODACFO,437,437,DAC,7399,"{'brandId': 'EV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 2, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '29', 'segments': [{'@type': 'Segment', '@id': '30', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'cabinClass': 'Economy', 'equipment': 'DH8', 'flight': {'flightNumber': 437, 'operatingFlightNumber': 437, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-24T15:45:00', 'arrival': '2025-12-24T17:00:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'O', 'layoverDuration': 0, 'fareBasis': 'ODACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '511733300154522224'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'O', 'programIDs': ['152748'], 'programCodes': ['DMB']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-24'], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 6224, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 7399, 'currency': 'BDT'}]]}}",2025-12-23,2,,False,alternate,Economy,CXB,DAC,2025-12-23
2025-12-25,BG,2025-12-25T09:15:00,P,EF,Economy,BDT,2025-12-25T08:00:00,CXB,PDACFO,433,433,DAC,10199,"{'brandId': 'EF', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 4, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '31', 'segments': [{'@type': 'Segment', '@id': '32', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'cabinClass': 'Economy', 'equipment': 'DH8', 'flight': {'flightNumber': 433, 'operatingFlightNumber': 433, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-25T08:00:00', 'arrival': '2025-12-25T09:15:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'P', 'layoverDuration': 0, 'fareBasis': 'PDACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '605840033124394868'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'P', 'programIDs': ['152748'], 'programCodes': ['DMB']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-25'], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 9024, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 10199, 'currency': 'BDT'}]]}}",2025-12-23,4,,False,alternate,Economy,CXB,DAC,2025-12-23
2025-12-26,BG,2025-12-26T14:00:00,G,SV,Economy,BDT,2025-12-26T13:00:00,CXB,GDACFO,435,435,DAC,6199,"{'brandId': 'SV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 2, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '33', 'segments': [{'@type': 'Segment', '@id': '34', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 60, 'cabinClass': 'Economy', 'equipment': '738', 'flight': {'flightNumber': 435, 'operatingFlightNumber': 435, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-26T13:00:00', 'arrival': '2025-12-26T14:00:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'bookingClass': 'G', 'layoverDuration': 0, 'fareBasis': 'GDACFO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'CXB', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'S'}], 'segmentRef': '443633574319559066'}], 'stops': 0, 'totalDuration': 60, 'connectionInformations': [], 'bookingClass': 'G', 'programIDs': ['152748'], 'programCodes': ['DMB']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-26'], 'taxes': {'alternatives': [[{'amount': 1175, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 5024, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 6199, 'currency': 'BDT'}]]}}",2025-12-23,2,,False,alternate,Economy,CXB,DAC,2025-12-23
2025-12-23,BG,2025-12-23T09:15:00,,BS,,,2025-12-23T08:00:00,CXB,,433,433,DAC,,"{'shoppingBasketHashCode': 494503486, 'brandId': 'BS', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '1', 'segments': [{'@type': 'Segment', '@id': '2', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'equipment': 'DH8', 'flight': {'flightNumber': 433, 'operatingFlightNumber': 433, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-23T08:00:00', 'arrival': '2025-12-23T09:15:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '1253725544236075655'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'ASSORTED', 'advisories': []}], 'identicalOffersRefs': [494503486], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-23,0,494503486,True,exact,Business,CXB,DAC,2025-12-23
2025-12-23,BG,2025-12-23T12:15:00,,BS,,,2025-12-23T11:00:00,CXB,,435,435,DAC,,"{'shoppingBasketHashCode': 241709258, 'brandId': 'BS', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '3', 'segments': [{'@type': 'Segment', '@id': '4', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'equipment': 'DH8', 'flight': {'flightNumber': 435, 'operatingFlightNumber': 435, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-23T11:00:00', 'arrival': '2025-12-23T12:15:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '2226406576537740484'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'ASSORTED', 'advisories': []}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-23,0,241709258,True,exact,Business,CXB,DAC,2025-12-23
2025-12-23,BG,2025-12-23T16:45:00,,BS,,,2025-12-23T15:30:00,CXB,,437,437,DAC,,"{'shoppingBasketHashCode': -2060918826, 'brandId': 'BS', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '5', 'segments': [{'@type': 'Segment', '@id': '6', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'equipment': 'DH8', 'flight': {'flightNumber': 437, 'operatingFlightNumber': 437, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-23T15:30:00', 'arrival': '2025-12-23T16:45:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '1177681940634336265'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'ASSORTED', 'advisories': []}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-23,0,-2060918826,True,exact,Business,CXB,DAC,2025-12-23
2025-12-23,BG,2025-12-23T08:45:00,,BS,,,2025-12-23T07:30:00,CXB,,439,439,DAC,,"{'shoppingBasketHashCode': -1294020766, 'brandId': 'BS', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '7', 'segments': [{'@type': 'Segment', '@id': '8', 'segmentOfferInformation': {'flightsMiles': 189, 'awardFare': False}, 'duration': 75, 'equipment': 'DH8', 'flight': {'flightNumber': 439, 'operatingFlightNumber': 439, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'D'}, 'origin': 'DAC', 'destination': 'CXB', 'departure': '2025-12-23T07:30:00', 'arrival': '2025-12-23T08:45:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+06:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '3890263171455754045'}], 'stops': 0, 'totalDuration': 75, 'connectionInformations': [], 'bookingClass': 'ASSORTED', 'advisories': []}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-23,0,-1294020766,True,exact,Business,CXB,DAC,2025-12-23
2025-12-23,,,,BS,,,,CXB,,,,DAC,,"{'shoppingBasketHashCode': 494503486, 'brandId': 'BS', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@ref': '1'}], 'identicalOffersRefs': [494503486], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-23,0,494503486,True,exact,Business,CXB,DAC,2025-12-23
